0,1,2,3,4,5
138,George Sand: Some Aspects of Her Life and Writings by René Doumic,English,"Doumic, René",,"Mar 11, 2006"
139,The Lost World by Arthur Conan Doyle,English,"Doyle, Arthur Conan",,"Jun 1, 1994"
140,The Jungle by Upton Sinclair,English,"Sinclair, Upton",,"Mar 11, 2006"
141,Mansfield Park by Jane Austen,English,"Austen, Jane",,"Jun 1, 1994"
142,"The $30,000 Bequest, and Other Stories by Mark Twain",English,"Twain, Mark",,"Sep 14, 2004"
143,The Mayor of Casterbridge by Thomas Hardy,English,"Hardy, Thomas",,"Mar 11, 2006"
144,The Voyage Out by Virginia Woolf,English,"Woolf, Virginia",,"Jan 12, 2006"
145,Middlemarch by George Eliot,English,"Eliot, George",,"Jul 1, 1994"
146,A Little Princess by Frances Hodgson Burnett,English,"Burnett, Frances Hodgson",,"Jul 1, 1994"
147,Common Sense by Thomas Paine,English,"Paine, Thomas",,"Jul 1, 1994"
148,The Autobiography of Benjamin Franklin by Benjamin Franklin,English,"Franklin, Benjamin",,"Jul 1, 1994"
149,The Lost Continent by Edgar Rice Burroughs,English,"Burroughs, Edgar Rice",,"Jul 1, 1994"
150,The Republic by Plato,English,"Plato, 428? BCE-348? BCE",,"Jul 1, 1994"
151,The Rime of the Ancient Mariner by Samuel Taylor Coleridge,English,"Coleridge, Samuel Taylor",,"Mar 11, 2006"
152,Wild Justice by Ruth M. Sprague,English,"Sprague, Ruth M.",,"Aug 1, 1994"
153,Jude the Obscure by Thomas Hardy,English,"Hardy, Thomas",,"Aug 1, 1994"
154,The Rise of Silas Lapham by William Dean Howells,English,"Howells, William Dean",,"Aug 1, 1994"
155,The Moonstone by Wilkie Collins,English,"Collins, Wilkie",,"Jan 12, 2006"
156,"Symphony No. 5 in C minor, Opus 67 by Ludwig van Beethoven",English,"Beethoven, Ludwig van",,"Aug 1, 1994"
157,Daddy-Long-Legs by Jean Webster,English,"Webster, Jean",,"Aug 1, 1994"
158,Emma by Jane Austen,English,"Austen, Jane",,"Aug 1, 1994"
159,The island of Doctor Moreau by H. G. Wells,English,"Wells, H. G. (Herbert George)",,"Oct 14, 2004"
160,"The Awakening, and Selected Short Stories by Kate Chopin",English,"Chopin, Kate",,"Mar 11, 2006"
161,Sense and Sensibility by Jane Austen,English,"Austen, Jane",,"Sep 1, 1994"
162,Take Me for a Ride: Coming of Age in a Destructive Cult by Mark E. Laxer,English,"Laxer, Mark E.",,"Sep 1, 1994"
163,Flower Fables by Louisa May Alcott,English,"Alcott, Louisa May",,"Sep 1, 1994"
164,Twenty Thousand Leagues under the Sea by Jules Verne,English,"Verne, Jules",,"Sep 1, 1994"
165,McTeague: A Story of San Francisco by Frank Norris,English,"Norris, Frank",,"Mar 12, 2006"
166,Summer by Edith Wharton,English,"Wharton, Edith",,"Mar 12, 2006"
167,American Hand Book of the Daguerreotype by S. D. Humphrey,English,"Humphrey, S. D. (Samuel Dwight)",,"Sep 1, 1994"
168,The History and Practice of the Art of Photography by Henry Hunt Snelling,English,"Snelling, Henry Hunt",,"Oct 1, 1994"
169,The Well at the World's End: A Tale by William Morris,English,"Morris, William",,"Oct 1, 1994"
170,The Haunted Hotel: A Mystery of Modern Venice by Wilkie Collins,English,"Collins, Wilkie",,"Oct 1, 1994"
171,Charlotte Temple by Mrs. Rowson,English,"Rowson, Mrs.",,"Mar 12, 2006"
172,The Haunted Bookshop by Christopher Morley,English,"Morley, Christopher",,"Oct 1, 1994"
173,The Insidious Dr. Fu Manchu by Sax Rohmer,English,"Rohmer, Sax",,"Oct 1, 1994"
174,The Picture of Dorian Gray by Oscar Wilde,English,"Wilde, Oscar",,"Oct 1, 1994"
175,The Phantom of the Opera by Gaston Leroux,English,"Leroux, Gaston",,"Oct 1, 1994"
176,Roderick Hudson by Henry James,English,"James, Henry",,"Mar 12, 2006"
177,The American by Henry James,English,"James, Henry",,"Mar 12, 2006"
178,Confidence by Henry James,English,"James, Henry",,"Mar 15, 2006"
179,The Europeans by Henry James,English,"James, Henry",,"Mar 15, 2006"
180,The 1994 CIA World Factbook by United States. Central Intelligence Agency,English,United States. Central Intelligence Agency,,"Nov 1, 1994"
181,The Project Gutenberg RST Manual by Marcello Perathoner,English,Unavailable,,"Jan 1, 2001"
