0,1,2,3,4,5
29.0,The 1990 United States Census by United States. Bureau of the Census,English,United States. Bureau of the Census,-,"Apr 1, 1992"
30.0,"The Bible, King James Version, Complete",English,Unavailable,-,"Apr 1, 1992"
31.0,Plays of Sophocles: Oedipus the King; Oedipus at Colonus; Antigone by Sophocles,English,"Sophocles, 496? BCE-407 BCE",-,"Mar 8, 2006"
32.0,Herland by Charlotte Perkins Gilman,English,"Gilman, Charlotte Perkins",-,"Jun 27, 2008"
33.0,The Scarlet Letter by Nathaniel Hawthorne,English,"Hawthorne, Nathaniel",-,"Jun 1, 1992"
34.0,Zen and the Art of the Internet by Brendan P. Kehoe,English,"Kehoe, Brendan P.",-,"Jun 1, 1992"
35.0,The Time Machine by H. G. Wells,English,"Wells, H. G. (Herbert George)",-,"Oct 2, 2004"
36.0,The War of the Worlds by H. G. Wells,English,"Wells, H. G. (Herbert George)",-,"Oct 1, 2004"
37.0,The 1990 United States Census [2nd] by United States. Bureau of the Census,English,United States. Bureau of the Census,-,"Aug 1, 1992"
38.0,"The Jargon File, Version 2.9.10, 01 Jul 1992 by Eric S. Raymond and Guy L. Steele",English,Unavailable,-,"Aug 1, 1992"
39.0,Hitchhiker's Guide to the Internet by Ed Krol,English,"Krol, Ed, 1951-",-,"Sep 1, 1992"
40.0,NorthWestNet User Services Internet Resource Guide (NUSIRG) by Jonathan Kochmer,English,"Kochmer, Jonathan",-,"Sep 1, 1992"
41.0,The Legend of Sleepy Hollow by Washington Irving,English,"Irving, Washington",-,"Jun 27, 2008"
42.0,The Strange Case of Dr. Jekyll and Mr. Hyde by Robert Louis Stevenson,English,"Stevenson, Robert Louis",-,"Oct 1, 1992"
43.0,The Strange Case of Dr. Jekyll and Mr. Hyde by Robert Louis Stevenson,English,"Stevenson, Robert Louis",-,"Jun 27, 2008"
44.0,The Song of the Lark by Willa Cather,English,"Cather, Willa",-,"Jun 27, 2008"
45.0,Anne of Green Gables by L. M. Montgomery,English,"Montgomery, L. M. (Lucy Maud)",-,"Jun 27, 2008"
46.0,A Christmas Carol in Prose; Being a Ghost Story of Christmas by Charles Dickens,English,"Dickens, Charles",-,"Aug 11, 2004"
47.0,Anne of Avonlea by L. M. Montgomery,English,"Montgomery, L. M. (Lucy Maud)",-,"Mar 8, 2006"
48.0,The 1992 CIA World Factbook by United States. Central Intelligence Agency,English,United States. Central Intelligence Agency,-,"Jan 1, 1993"
49.0,Surfing the Internet: An Introduction by Jean Armour Polly,English,"Polly, Jean Armour",-,"Jan 1, 1993"
50.0,Pi by Scott Hemphill,English,"Hemphill, Scott",-,"Jan 1, 1993"
51.0,Anne of the Island by L. M. Montgomery,English,"Montgomery, L. M. (Lucy Maud)",-,"Mar 8, 2006"
52.0,The Square Root of 2 by Stan Kerr,English,"Kerr, Stan",-,"Feb 1, 1993"
53.0,"Workshop on Electronic Texts: Proceedings, 9-10 June 1992 by Library of Congress",English,Library of Congress,-,"Feb 1, 1993"
54.0,The Marvelous Land of Oz by L. Frank Baum,English,"Baum, L. Frank (Lyman Frank)",-,"Feb 1, 1993"
55.0,The Wonderful Wizard of Oz by L. Frank Baum,English,"Baum, L. Frank (Lyman Frank)",-,"Feb 1, 1993"
56.0,NREN for All: Insurmountable Opportunity by Jean Armour Polly,English,"Polly, Jean Armour",-,"Mar 1, 1993"
57.0,Aladdin and the Magic Lamp by Unknown,English,Unknown,-,"Mar 1, 1993"
58.0,Paradise Regained by John Milton,English,"Milton, John",-,"Mar 1, 1993"
59.0,Discourse on the Method of Rightly Conducting One's Reason and of Seeking Truth…,English,"Descartes, René",-,"Mar 1, 1993"
60.0,The Scarlet Pimpernel by Baroness Emmuska Orczy Orczy,English,"Orczy, Emmuska Orczy, Baroness",-,"Mar 8, 2006"
61.0,The Communist Manifesto by Friedrich Engels and Karl Marx,English,"Engels, Friedrich",-,"Jan 25, 2005"
62.0,A Princess of Mars by Edgar Rice Burroughs,English,"Burroughs, Edgar Rice",-,"Apr 1, 1993"
63.0,"The Number ""e"" by Unknown",English,Unknown,-,"Apr 1, 1993"
64.0,The Gods of Mars by Edgar Rice Burroughs,English,"Burroughs, Edgar Rice",-,"May 1, 1993"
65.0,"The First 100,000 Prime Numbers by Unknown",English,Unknown,-,"May 1, 1993"
66.0,The Dawn of Amateur Radio in the U.K. and Greece: A Personal View by Norman F. Joly,English,"Joly, Norman F.",-,"May 1, 1993"
67.0,The Black Experience in America by Norman Coombs,English,"Coombs, Norman, 1932-",-,"May 1, 1993"
68.0,The warlord of Mars by Edgar Rice Burroughs,English,"Burroughs, Edgar Rice",-,"Jun 1, 1993"
69.0,The 32nd Mersenne Prime by David Slowinski,English,"Slowinski, David",-,"Jun 1, 1993"
70.0,What Is Man? and Other Essays by Mark Twain,English,"Twain, Mark",-,"Sep 13, 2004"
71.0,On the Duty of Civil Disobedience by Henry David Thoreau,English,"Thoreau, Henry David",-,"Jun 1, 1993"
72.0,"Thuvia, Maid of Mars by Edgar Rice Burroughs",English,"Burroughs, Edgar Rice",-,"Jul 1, 1993"
73.0,The Red Badge of Courage: An Episode of the American Civil War by Stephen Crane,English,"Crane, Stephen",-,"Jul 1, 1993"
74.0,"The Adventures of Tom Sawyer, Complete by Mark Twain",English,"Twain, Mark",-,"Jul 1, 2004"
75.0,E-mail 101 by John E. Goodwin,English,"Goodwin, John E.",-,"Jul 1, 1993"
76.0,Adventures of Huckleberry Finn by Mark Twain,English,"Twain, Mark",-,"Jun 29, 2004"
77.0,The House of the Seven Gables by Nathaniel Hawthorne,English,"Hawthorne, Nathaniel",-,"Aug 1, 1993"
78.0,Tarzan of the Apes by Edgar Rice Burroughs,English,"Burroughs, Edgar Rice",-,"Aug 1, 1993"
79.0,Terminal Compromise by Winn Schwartau,English,"Schwartau, Winn, 1952-",-,"Aug 1, 1993"
80.0,The Online World by Odd De Presno,English,"De Presno, Odd, 1944-",-,"Sep 1, 1993"
81.0,The Return of Tarzan by Edgar Rice Burroughs,English,"Burroughs, Edgar Rice",-,"Sep 1, 1993"
82.0,Ivanhoe: A Romance by Walter Scott,English,"Scott, Walter",-,"Jun 25, 2008"
83.0,"From the Earth to the Moon; and, Round the Moon by Jules Verne",English,"Verne, Jules",-,"Sep 1, 1993"
84.0,"Frankenstein; Or, The Modern Prometheus by Mary Wollstonecraft Shelley",English,"Shelley, Mary Wollstonecraft",-,"Oct 1, 1993"
85.0,The Beasts of Tarzan by Edgar Rice Burroughs,English,"Burroughs, Edgar Rice",-,"Oct 1, 1993"
86.0,A Connecticut Yankee in King Arthur's Court by Mark Twain,English,"Twain, Mark",-,"Jul 7, 2004"
87.0,The 1993 CIA World Factbook by United States. Central Intelligence Agency,English,United States. Central Intelligence Agency,-,"Oct 1, 1993"
88.0,Price/Cost Indexes from 1875 to 1989; Estimated to 2010 by Michael Hart,English,"Hart, Michael",-,"Nov 1, 1993"
89.0,"North American Free Trade Agreement, 1992 Oct. 7 Tariff Phasing Descriptions",English,Canada,-,"Nov 1, 1993"
90.0,The Son of Tarzan by Edgar Rice Burroughs,English,"Burroughs, Edgar Rice",-,"Nov 1, 1993"
91.0,Tom Sawyer Abroad by Mark Twain,English,"Twain, Mark",-,"Sep 14, 2004"
92.0,Tarzan and the Jewels of Opar by Edgar Rice Burroughs,English,"Burroughs, Edgar Rice",-,"Dec 1, 1993"
93.0,"Tom Sawyer, Detective by Mark Twain",English,"Twain, Mark",-,"Sep 14, 2004"
94.0,Alexander's Bridge by Willa Cather,English,"Cather, Willa",-,"Mar 8, 2006"
95.0,The Prisoner of Zenda by Anthony Hope,English,"Hope, Anthony",-,"Jan 9, 2006"
96.0,The Monster Men by Edgar Rice Burroughs,English,"Burroughs, Edgar Rice",-,"Jan 1, 1994"
97.0,Flatland: A Romance of Many Dimensions by Edwin Abbott Abbott,English,"Abbott, Edwin Abbott",-,"Jan 1, 1994"
98.0,A Tale of Two Cities by Charles Dickens,English,"Dickens, Charles",-,"Jan 1, 1994"
99.0,Collected Articles of Frederick Douglass by Frederick Douglass,English,"Douglass, Frederick",-,"Jan 1, 1994"
100.0,The Complete Works of William Shakespeare by William Shakespeare,English,"Shakespeare, William",-,"Jan 1, 1994"
101.0,The Hacker Crackdown: Law and Disorder on the Electronic Frontier by Bruce Sterling,English,"Sterling, Bruce, 1954-",-,"Jan 1, 1994"
102.0,The Tragedy of Pudd'nhead Wilson by Mark Twain,English,"Twain, Mark",-,"Sep 14, 2004"
103.0,Around the World in Eighty Days by Jules Verne,English,"Verne, Jules",-,"Jan 1, 1994"
104.0,Inaugural Address of Franklin Delano Roosevelt by Franklin D. Roosevelt,English,"Roosevelt, Franklin D. (Franklin Delano)",-,"Feb 1, 1994"
105.0,Persuasion by Jane Austen,English,"Austen, Jane",-,"Feb 1, 1994"
106.0,Jungle Tales of Tarzan by Edgar Rice Burroughs,English,"Burroughs, Edgar Rice",-,"Feb 1, 1994"
107.0,Far from the Madding Crowd by Thomas Hardy,English,"Hardy, Thomas",-,"Feb 1, 1994"
108.0,The Return of Sherlock Holmes by Arthur Conan Doyle,English,"Doyle, Arthur Conan",-,"Mar 8, 2006"
109.0,"Renascence, and Other Poems by Edna St. Vincent Millay",English,"Millay, Edna St. Vincent",-,"Feb 1, 1994"
110.0,Tess of the d'Urbervilles: A Pure Woman by Thomas Hardy,English,"Hardy, Thomas",-,"Feb 1, 1994"
111.0,Freckles by Gene Stratton-Porter,English,"Stratton-Porter, Gene",-,"Mar 8, 2006"
112.0,Violists by Richard McGowan,English,"McGowan, Richard, 1958-",-,"Mar 1, 1994"
113.0,The Secret Garden by Frances Hodgson Burnett,English,"Burnett, Frances Hodgson",-,"Mar 1, 1994"
114.0,The Tenniel Illustrations for Carroll's Alice in Wonderland by John Tenniel,English,"Tenniel, John",-,"Mar 1, 1994"
115.0,United States Census Figures Back to 1630 by United States. Bureau of the Census,English,United States. Bureau of the Census,-,"Mar 1, 1994"
116.0,Motion Pictures of the Apollo 11 Lunar Landing by United States,English,United States,-,"Mar 1, 1994"
117.0,Symphony No. 5 in C minor Opus 67 by Ludwig van Beethoven,English,"Beethoven, Ludwig van",-,"Mar 1, 1994"
118.0,Big Dummy's Guide to the Internet by Electronic Frontier Foundation,English,Electronic Frontier Foundation,-,"Mar 1, 1994"
119.0,A Tramp Abroad by Mark Twain,English,"Twain, Mark",-,"Jun 19, 2004"
120.0,Treasure Island by Robert Louis Stevenson,English,"Stevenson, Robert Louis",-,"Feb 26, 2006"
121.0,Northanger Abbey by Jane Austen,English,"Austen, Jane",-,"Apr 1, 1994"
122.0,The Return of the Native by Thomas Hardy,English,"Hardy, Thomas",-,"Mar 8, 2006"
123.0,At the Earth's Core by Edgar Rice Burroughs,English,"Burroughs, Edgar Rice",-,"Apr 1, 1994"
124.0,Deuterocanonical Books of the Bible by Anonymous,English,Anonymous,-,"Apr 1, 1994"
125.0,A Girl of the Limberlost by Gene Stratton-Porter,English,"Stratton-Porter, Gene",-,"Mar 8, 2006"
126.0,The Poison Belt by Arthur Conan Doyle,English,"Doyle, Arthur Conan",-,"Apr 1, 1994"
127.0,"The Number ""e"" by Jerry T. Bonnell and Robert J. Nemiroff",English,"Bonnell, Jerry T.",-,"Apr 1, 1994"
128.0,The Arabian Nights Entertainments by Andrew Lang,English,"Lang, Andrew",-,"May 1, 1994"
129.0,The Square Root of 2 by Jerry T. Bonnell and Robert J. Nemiroff,English,"Bonnell, Jerry T.",-,"May 1, 1994"
130.0,Orthodoxy by G. K. Chesterton,English,"Chesterton, G. K. (Gilbert Keith)",-,"May 1, 1994"
131.0,The Pilgrim's Progress from this world to that which is to come by John Bunyan,English,"Bunyan, John",-,"May 1, 1994"
132.0,The Art of War by active 6th century B.C. Sunzi,English,"Sunzi, active 6th century B.C.",-,"May 1, 1994"
133.0,The Damnation of Theron Ware by Harold Frederic,English,"Frederic, Harold",-,"Mar 8, 2006"
134.0,"Maria; Or, The Wrongs of Woman by Mary Wollstonecraft",English,"Wollstonecraft, Mary",-,"Mar 8, 2006"
135.0,Les Misérables by Victor Hugo,English,"Hugo, Victor",-,"Jun 22, 2008"
136.0,A Child's Garden of Verses by Robert Louis Stevenson,English,"Stevenson, Robert Louis",-,"Jun 1, 1994"
137.0,"Sara Crewe; Or, What Happened at Miss Minchin's Boarding School by Burnett",English,"Burnett, Frances Hodgson",-,"Mar 8, 2006"
138.0,George Sand: Some Aspects of Her Life and Writings by René Doumic,English,"Doumic, René",-,"Mar 11, 2006"
139.0,The Lost World by Arthur Conan Doyle,English,"Doyle, Arthur Conan",-,"Jun 1, 1994"
140.0,The Jungle by Upton Sinclair,English,"Sinclair, Upton",-,"Mar 11, 2006"
141.0,Mansfield Park by Jane Austen,English,"Austen, Jane",-,"Jun 1, 1994"
142.0,"The $30,000 Bequest, and Other Stories by Mark Twain",English,"Twain, Mark",-,"Sep 14, 2004"
143.0,The Mayor of Casterbridge by Thomas Hardy,English,"Hardy, Thomas",-,"Mar 11, 2006"
144.0,The Voyage Out by Virginia Woolf,English,"Woolf, Virginia",-,"Jan 12, 2006"
145.0,Middlemarch by George Eliot,English,"Eliot, George",-,"Jul 1, 1994"
146.0,A Little Princess by Frances Hodgson Burnett,English,"Burnett, Frances Hodgson",-,"Jul 1, 1994"
147.0,Common Sense by Thomas Paine,English,"Paine, Thomas",-,"Jul 1, 1994"
148.0,The Autobiography of Benjamin Franklin by Benjamin Franklin,English,"Franklin, Benjamin",-,"Jul 1, 1994"
149.0,The Lost Continent by Edgar Rice Burroughs,English,"Burroughs, Edgar Rice",-,"Jul 1, 1994"
150.0,The Republic by Plato,English,"Plato, 428? BCE-348? BCE",-,"Jul 1, 1994"
151.0,The Rime of the Ancient Mariner by Samuel Taylor Coleridge,English,"Coleridge, Samuel Taylor",-,"Mar 11, 2006"
152.0,Wild Justice by Ruth M. Sprague,English,"Sprague, Ruth M.",-,"Aug 1, 1994"
153.0,Jude the Obscure by Thomas Hardy,English,"Hardy, Thomas",-,"Aug 1, 1994"
154.0,The Rise of Silas Lapham by William Dean Howells,English,"Howells, William Dean",-,"Aug 1, 1994"
155.0,The Moonstone by Wilkie Collins,English,"Collins, Wilkie",-,"Jan 12, 2006"
156.0,"Symphony No. 5 in C minor, Opus 67 by Ludwig van Beethoven",English,"Beethoven, Ludwig van",-,"Aug 1, 1994"
157.0,Daddy-Long-Legs by Jean Webster,English,"Webster, Jean",-,"Aug 1, 1994"
158.0,Emma by Jane Austen,English,"Austen, Jane",-,"Aug 1, 1994"
159.0,The island of Doctor Moreau by H. G. Wells,English,"Wells, H. G. (Herbert George)",-,"Oct 14, 2004"
160.0,"The Awakening, and Selected Short Stories by Kate Chopin",English,"Chopin, Kate",-,"Mar 11, 2006"
161.0,Sense and Sensibility by Jane Austen,English,"Austen, Jane",-,"Sep 1, 1994"
162.0,Take Me for a Ride: Coming of Age in a Destructive Cult by Mark E. Laxer,English,"Laxer, Mark E.",-,"Sep 1, 1994"
163.0,Flower Fables by Louisa May Alcott,English,"Alcott, Louisa May",-,"Sep 1, 1994"
164.0,Twenty Thousand Leagues under the Sea by Jules Verne,English,"Verne, Jules",-,"Sep 1, 1994"
165.0,McTeague: A Story of San Francisco by Frank Norris,English,"Norris, Frank",-,"Mar 12, 2006"
166.0,Summer by Edith Wharton,English,"Wharton, Edith",-,"Mar 12, 2006"
167.0,American Hand Book of the Daguerreotype by S. D. Humphrey,English,"Humphrey, S. D. (Samuel Dwight)",-,"Sep 1, 1994"
168.0,The History and Practice of the Art of Photography by Henry Hunt Snelling,English,"Snelling, Henry Hunt",-,"Oct 1, 1994"
169.0,The Well at the World's End: A Tale by William Morris,English,"Morris, William",-,"Oct 1, 1994"
170.0,The Haunted Hotel: A Mystery of Modern Venice by Wilkie Collins,English,"Collins, Wilkie",-,"Oct 1, 1994"
171.0,Charlotte Temple by Mrs. Rowson,English,"Rowson, Mrs.",-,"Mar 12, 2006"
172.0,The Haunted Bookshop by Christopher Morley,English,"Morley, Christopher",-,"Oct 1, 1994"
173.0,The Insidious Dr. Fu Manchu by Sax Rohmer,English,"Rohmer, Sax",-,"Oct 1, 1994"
174.0,The Picture of Dorian Gray by Oscar Wilde,English,"Wilde, Oscar",-,"Oct 1, 1994"
175.0,The Phantom of the Opera by Gaston Leroux,English,"Leroux, Gaston",-,"Oct 1, 1994"
176.0,Roderick Hudson by Henry James,English,"James, Henry",-,"Mar 12, 2006"
177.0,The American by Henry James,English,"James, Henry",-,"Mar 12, 2006"
178.0,Confidence by Henry James,English,"James, Henry",-,"Mar 15, 2006"
179.0,The Europeans by Henry James,English,"James, Henry",-,"Mar 15, 2006"
180.0,The 1994 CIA World Factbook by United States. Central Intelligence Agency,English,United States. Central Intelligence Agency,-,"Nov 1, 1994"
181.0,The Project Gutenberg RST Manual by Marcello Perathoner,English,Unavailable,-,"Jan 1, 2001"
200.0,"The Project Gutenberg Encyclopedia, Volume 1 of 28 by Project Gutenberg",English,Project Gutenberg,-,"Jan 1, 1995"
201.0,Flatland: A Romance of Many Dimensions by Edwin Abbott Abbott,English,"Abbott, Edwin Abbott",-,"Jan 1, 1995"
202.0,My Bondage and My Freedom by Frederick Douglass,English,"Douglass, Frederick",-,"Jul 2, 2008"
203.0,Uncle Tom's Cabin by Harriet Beecher Stowe,English,"Stowe, Harriet Beecher",-,"Jan 13, 2006"
204.0,The Innocence of Father Brown by G. K. Chesterton,English,"Chesterton, G. K. (Gilbert Keith)",-,"Jul 9, 2008"
205.0,"Walden, and On The Duty Of Civil Disobedience by Henry David Thoreau",English,"Thoreau, Henry David",-,"Jan 1, 1995"
206.0,"The Martin Luther King, Jr. Day, 1995, Memorial Issue by Various",English,Various,-,"Jun 29, 2008"
207.0,The Spell of the Yukon and Other Verses by Robert W. Service,English,"Service, Robert W. (Robert William)",-,"Jan 1, 1995"
208.0,Daisy Miller: A Study by Henry James,English,"James, Henry",-,"Jul 3, 2008"
209.0,The Turn of the Screw by Henry James,English,"James, Henry",-,"Feb 1, 1995"
210.0,An International Episode by Henry James,English,"James, Henry",-,"Jul 9, 2008"
211.0,The Aspern Papers by Henry James,English,"James, Henry",-,"Jun 29, 2008"
212.0,A List of Factorial Math Constants by Unknown,English,Unknown,-,"Feb 1, 1995"
213.0,The Man from Snowy River by A. B. Paterson,English,"Paterson, A. B. (Andrew Barton)",-,"Feb 1, 1995"
214.0,"In the Days When the World Was Wide, and Other Verses by Henry Lawson",English,"Lawson, Henry",-,"Jul 3, 2008"
215.0,The call of the wild by Jack London,English,"London, Jack",-,"Jul 2, 2008"
216.0,"The Tao Teh King, or the Tao and its Characteristics by Laozi",English,Laozi,-,"Feb 1, 1995"
217.0,Sons and Lovers by D. H. Lawrence,English,"Lawrence, D. H. (David Herbert)",-,"Jan 16, 2006"
218.0,"C. Iuli Caesaris De Bello Gallico, I-IV by Julius Caesar",Latin,"Caesar, Julius, 100 BCE-44 BCE",-,"Jul 3, 2008"
219.0,Heart of Darkness by Joseph Conrad,English,"Conrad, Joseph",-,"Jan 9, 2006"
220.0,The Secret Sharer by Joseph Conrad,English,"Conrad, Joseph",-,"Jan 9, 2006"
221.0,The Return of Sherlock Holmes by Arthur Conan Doyle,English,"Doyle, Arthur Conan",-,"Feb 1, 1995"
222.0,The Moon and Sixpence by W. Somerset Maugham,English,"Maugham, W. Somerset (William Somerset)",-,"Feb 1, 1995"
223.0,The Wisdom of Father Brown by G. K. Chesterton,English,"Chesterton, G. K. (Gilbert Keith)",-,"Feb 1, 1995"
224.0,A pair of blue eyes by Thomas Hardy,English,"Hardy, Thomas",-,"Jul 11, 2008"
225.0,At the Back of the North Wind by George MacDonald,English,"MacDonald, George",-,"Jul 11, 2008"
226.0,Cicero's Orations by Marcus Tullius Cicero,Latin,"Cicero, Marcus Tullius, 107 BCE-44 BCE",-,"Mar 1, 1995"
227.0,Aeneidos by Virgil,Latin,"Virgil, 71 BCE-20 BCE",-,"Mar 1, 1995"
228.0,The Aeneid by Virgil,English,"Virgil, 71 BCE-20 BCE",-,"Mar 1, 1995"
229.0,The Bucolics and Eclogues by Virgil,Latin,"Virgil, 71 BCE-20 BCE",-,"Mar 1, 1995"
230.0,The Bucolics and Eclogues by Virgil,English,"Virgil, 71 BCE-20 BCE",-,"Mar 1, 1995"
231.0,Georgicon by Virgil,Latin,"Virgil, 71 BCE-20 BCE",-,"Mar 1, 1995"
232.0,The Georgics by Virgil,English,"Virgil, 71 BCE-20 BCE",-,"Mar 1, 1995"
233.0,Sister Carrie: A Novel by Theodore Dreiser,English,"Dreiser, Theodore",-,"Mar 1, 1995"
234.0,Child Christopher and Goldilind the Fair by William Morris,English,"Morris, William",-,"Jul 2, 2008"
235.0,William Gibson Interviewed by Giuseppe Salza,English,"Salza, Giuseppe",-,"Mar 1, 1995"
236.0,The Jungle Book by Rudyard Kipling,English,"Kipling, Rudyard",-,"Jan 16, 2006"
237.0,Sexti Properti Elegiarvm: Liber Primvs by Sextus Propertius,Latin,"Propertius, Sextus",-,"Mar 1, 1995"
238.0,Dear Enemy by Jean Webster,English,"Webster, Jean",-,"Jul 3, 2008"
239.0,Radar Map of the United States by United States,English,United States,-,"Mar 1, 1995"
240.0,Stories from the Old Attic by Robert A. Harris,English,"Harris, Robert A. (Robert Alan), 1950-",-,"Apr 1, 1995"
241.0,"Clotelle; Or, The Colored Heroine, a tale of the Southern States; Or, The…",English,"Brown, William Wells, 1814?-1884",-,"Jul 2, 2008"
242.0,My Ántonia by Willa Cather,English,"Cather, Willa",-,"Jul 11, 2008"
243.0,"The Forged Coupon, and Other Stories by graf Leo Tolstoy",English,"Tolstoy, Leo, graf",-,"Mar 15, 2006"
244.0,A Study in Scarlet by Arthur Conan Doyle,English,"Doyle, Arthur Conan",-,"Apr 1, 1995"
245.0,Life on the Mississippi by Mark Twain,English,"Twain, Mark",-,"Jul 10, 2004"
246.0,The Rubaiyat of Omar Khayyam by Omar Khayyam,English,Omar Khayyam,-,"Apr 1, 1995"
247.0,Webster's Unabridged Dictionary (1st 100 Pages) by Noah Webster,English,"Webster, Noah",-,"Apr 1, 1995"
248.0,Webster's Unabridged Dictionary (2nd 100 Pages) by Noah Webster,English,"Webster, Noah",-,"Apr 1, 1995"
249.0,French Cave Paintings,English,Unavailable,-,"Apr 1, 1995"
250.0,A Brief History of the Internet by Maxwell Fuller and Michael Hart,English,"Fuller, Maxwell",-,"Apr 1, 1995"
251.0,1995 United States Congressional Address Book by United States,English,United States,-,"Apr 1, 1995"
252.0,Copyright Law of the United States of America,English,Library of Congress. Copyright Office,-,"Apr 1, 1995"
253.0,The Universal Copyright Convention (1988) by Coalition for Networked Information,English,Coalition for Networked Information,-,"Apr 1, 1995"
254.0,The Second Story of Meno by Unknown,English,Unknown,-,"Jul 9, 2008"
255.0,"QREAD, Etext Reader for Windows by Dan Scavezze",English,"Scavezze, Dan",-,"Apr 1, 1995"
256.0,Motion Picture of Rotating Earth by United States,English,United States,-,"May 1, 1995"
257.0,Troilus and Criseyde by Geoffrey Chaucer,English,"Chaucer, Geoffrey, 1343?-1400",-,"May 1, 1995"
258.0,Poems by Adam Lindsay Gordon by Adam Lindsay Gordon,English,"Gordon, Adam Lindsay",-,"Jun 29, 2008"
259.0,Ballads of a Cheechako by Robert W. Service,English,"Service, Robert W. (Robert William)",-,"Jul 2, 2008"
260.0,An Introduction to the Study of Robert Browning's Poetry by Browning and Corson,English,"Browning, Robert",-,"Jul 5, 2008"
261.0,A Dome of Many-Coloured Glass by Amy Lowell,English,"Lowell, Amy",-,"Jul 3, 2008"
262.0,The Collected Poems of Rupert Brooke by Rupert Brooke,English,"Brooke, Rupert",-,"May 1, 1995"
263.0,"Trees, and Other Poems by Joyce Kilmer",English,"Kilmer, Joyce",-,"May 1, 1995"
264.0,"Main Street, and Other Poems by Joyce Kilmer",English,"Kilmer, Joyce",-,"Jul 9, 2008"
265.0,The Life and Death of Cormac the Skald by W. G. Collingwood and Jón Stefánsson,English,Unavailable,-,"Jul 3, 2008"
266.0,"Confessio Amantis; Or, Tales of the Seven Deadly Sins by John Gower",English,"Gower, John, 1325?-1408",-,"Jul 3, 2008"
267.0,The Touchstone by Edith Wharton,English,"Wharton, Edith",-,"May 1, 1995"
268.0,The Octopus : A Story of California by Frank Norris,English,"Norris, Frank",-,"Jul 11, 2008"
269.0,Beasts and Super-Beasts by Saki,English,Saki,-,"May 1, 1995"
270.0,Dream Days by Kenneth Grahame,English,"Grahame, Kenneth",-,"Jul 3, 2008"
271.0,Black Beauty by Anna Sewell,English,"Sewell, Anna",-,"Jan 16, 2006"
272.0,An Open Letter on Translating by Martin Luther,English,"Luther, Martin",-,"Jun 1, 1995"
273.0,The Smalcald Articles by Martin Luther,English,"Luther, Martin",-,"Jun 1, 1995"
